x,y,STATION_NAME,TOTAL_PRECIPITATION_FLAG,LOCAL_MONTH,SPEED_MAX_GUST,MAX_REL_HUMIDITY,CLIMATE_IDENTIFIER,TOTAL_PRECIPITATION,TOTAL_SNOW,COOLING_DEGREE_DAYS_FLAG,LOCAL_YEAR,ID,LOCAL_DAY,MIN_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,HEATING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND,DIRECTION_MAX_GUST_FLAG,PROVINCE_CODE,COOLING_DEGREE_DAYS,DIRECTION_MAX_GUST,MAX_TEMPERATURE,MIN_REL_HUMIDITY,TOTAL_SNOW_FLAG,LOCAL_DATE,TOTAL_RAIN_FLAG,MIN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,TOTAL_RAIN,MAX_TEMPERATURE_FLAG
-70.53333333333333,46.75,ARMAGH,,6,,,7050240,0.2,0,,1987,7050240.1987.6.23,23,,,,19,0,,0,,QC,1,,26,,,1987-06-23 00:00:00,,,12,,,0.2,
-70.53333333333333,46.75,ARMAGH,,6,,,7050240,0,0,,1987,7050240.1987.6.24,24,,,,19,0,,0,,QC,1,,26,,,1987-06-24 00:00:00,,,12,,,0,
-70.53333333333333,46.75,ARMAGH,,6,,,7050240,0,0,,1987,7050240.1987.6.25,25,,,,14.3,3.7,,0,,QC,0,,20,,,1987-06-25 00:00:00,,,8.5,,,0,
-70.53333333333333,46.75,ARMAGH,,6,,,7050240,10,0,,1987,7050240.1987.6.26,26,,,,19,0,,0,,QC,1,,25,,,1987-06-26 00:00:00,,,13,,,10,
-70.53333333333333,46.75,ARMAGH,,6,,,7050240,28.1,0,,1987,7050240.1987.6.27,27,,,,15,3,,0,,QC,0,,16,,,1987-06-27 00:00:00,,,14,,,28.1,
-70.53333333333333,46.75,ARMAGH,,6,,,7050240,9.8,0,,1987,7050240.1987.6.28,28,,,,15.8,2.2,,0,,QC,0,,18.5,,,1987-06-28 00:00:00,,,13,,,9.8,
-70.53333333333333,46.75,ARMAGH,,6,,,7050240,6.2,0,,1987,7050240.1987.6.29,29,,,,16.3,1.7,,0,,QC,0,,20.5,,,1987-06-29 00:00:00,,,12,,,6.2,
-70.53333333333333,46.75,ARMAGH,,6,,,7050240,1.6,0,,1987,7050240.1987.6.30,30,,,,18.3,0,,0,,QC,0.3,,22.5,,,1987-06-30 00:00:00,,,14,,,1.6,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0.2,0,,1987,7050240.1987.7.1,1,,,,14.8,3.2,,0,,QC,0,,19.5,,,1987-07-01 00:00:00,,,10,,,0.2,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0,0,,1987,7050240.1987.7.2,2,,,,15.5,2.5,,0,,QC,0,,23,,,1987-07-02 00:00:00,,,8,,,0,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,17.6,0,,1987,7050240.1987.7.3,3,,,,14,4,,0,,QC,0,,16,,,1987-07-03 00:00:00,,,12,,,17.6,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,5.7,0,,1987,7050240.1987.7.4,4,,,,16,2,,0,,QC,0,,19,,,1987-07-04 00:00:00,,,13,,,5.7,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0,0,,1987,7050240.1987.7.5,5,,,,17.8,0.2,,0,,QC,0,,24,,,1987-07-05 00:00:00,,,11.5,,,0,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0,0,,1987,7050240.1987.7.6,6,,,,19,0,,0,,QC,1,,26.5,,,1987-07-06 00:00:00,,,11.5,,,0,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0.4,0,,1987,7050240.1987.7.7,7,,,,20.5,0,,0,,QC,2.5,,27,,,1987-07-07 00:00:00,,,14,,,0.4,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0,0,,1987,7050240.1987.7.8,8,,,,20.3,0,,0,,QC,2.3,,27.5,,,1987-07-08 00:00:00,,,13,,,0,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0.9,0,,1987,7050240.1987.7.9,9,,,,23.3,0,,0,,QC,5.3,,28.5,,,1987-07-09 00:00:00,,,18,,,0.9,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0,0,,1987,7050240.1987.7.10,10,,,,22.5,0,,0,,QC,4.5,,29.5,,,1987-07-10 00:00:00,,,15.5,,,0,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0,0,,1987,7050240.1987.7.11,11,,,,23.3,0,,0,,QC,5.3,,28,,,1987-07-11 00:00:00,,,18.5,,,0,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0.3,0,,1987,7050240.1987.7.12,12,,,,24.8,0,,0,,QC,6.8,,30,,,1987-07-12 00:00:00,,,19.5,,,0.3,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0,0,,1987,7050240.1987.7.13,13,,,,26.8,0,,0,,QC,8.8,,31.5,,,1987-07-13 00:00:00,,,22,,,0,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,23.1,0,,1987,7050240.1987.7.14,14,,,,23.8,0,,0,,QC,5.8,,29.5,,,1987-07-14 00:00:00,,,18,,,23.1,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0,0,,1987,7050240.1987.7.15,15,,,,14,4,,0,,QC,0,,17.5,,,1987-07-15 00:00:00,,,10.5,,,0,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0,0,,1987,7050240.1987.7.16,16,,,,14.5,3.5,,0,,QC,0,,21.5,,,1987-07-16 00:00:00,,,7.5,,,0,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0.3,0,,1987,7050240.1987.7.17,17,,,,15.8,2.2,,0,,QC,0,,23,,,1987-07-17 00:00:00,,,8.5,,,0.3,
-70.53333333333333,46.75,ARMAGH,T,7,,,7050240,0,0,,1987,7050240.1987.7.18,18,,,,18.3,0,,0,,QC,0.3,,21.5,,,1987-07-18 00:00:00,T,,15,,,0,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0.3,0,,1987,7050240.1987.7.19,19,,,,15.3,2.7,,0,,QC,0,,23,,,1987-07-19 00:00:00,,,7.5,,,0.3,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,9.4,0,,1987,7050240.1987.7.20,20,,,,13.3,4.7,,0,,QC,0,,17.5,,,1987-07-20 00:00:00,,,9,,,9.4,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0.2,0,,1987,7050240.1987.7.21,21,,,,15.3,2.7,,0,,QC,0,,17.5,,,1987-07-21 00:00:00,,,13,,,0.2,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,1,0,,1987,7050240.1987.7.22,22,,,,18.8,0,,0,,QC,0.8,,24,,,1987-07-22 00:00:00,,,13.5,,,1,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,2.1,0,,1987,7050240.1987.7.23,23,,,,19,0,,0,,QC,1,,24,,,1987-07-23 00:00:00,,,14,,,2.1,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,29.8,0,,1987,7050240.1987.7.24,24,,,,24,0,,0,,QC,6,,29,,,1987-07-24 00:00:00,,,19,,,29.8,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,1.1,0,,1987,7050240.1987.7.25,25,,,,21.5,0,,0,,QC,3.5,,26,,,1987-07-25 00:00:00,,,17,,,1.1,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,13.1,0,,1987,7050240.1987.7.26,26,,,,17,1,,0,,QC,0,,20,,,1987-07-26 00:00:00,,,14,,,13.1,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,2,0,,1987,7050240.1987.7.27,27,,,,13.3,4.7,,0,,QC,0,,18,,,1987-07-27 00:00:00,,,8.5,,,2,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0.4,0,,1987,7050240.1987.7.28,28,,,,10.5,7.5,,0,,QC,0,,15,,,1987-07-28 00:00:00,,,6,,,0.4,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,1.8,0,,1987,7050240.1987.7.29,29,,,,13,5,,0,,QC,0,,19.5,,,1987-07-29 00:00:00,,,6.5,,,1.8,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0.3,0,,1987,7050240.1987.7.30,30,,,,13.5,4.5,,0,,QC,0,,18.5,,,1987-07-30 00:00:00,,,8.5,,,0.3,
-70.53333333333333,46.75,ARMAGH,,7,,,7050240,0.6,0,,1987,7050240.1987.7.31,31,,,,12.3,5.7,,0,,QC,0,,18.5,,,1987-07-31 00:00:00,,E,6,,,0.6,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0.6,0,,1987,7050240.1987.8.1,1,,,,13.8,4.2,,0,,QC,0,,20,,,1987-08-01 00:00:00,,,7.5,,,0.6,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,7.4,0,,1987,7050240.1987.8.2,2,,,,14.3,3.7,,0,,QC,0,,23.5,,,1987-08-02 00:00:00,,,5,,,7.4,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,2.4,0,,1987,7050240.1987.8.3,3,,,,16.8,1.2,,0,,QC,0,,20,,,1987-08-03 00:00:00,,,13.5,,,2.4,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,25.7,0,,1987,7050240.1987.8.4,4,,,,18,0,,0,,QC,0,,23,,,1987-08-04 00:00:00,,,13,,,25.7,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0,0,,1987,7050240.1987.8.5,5,,,,14.3,3.7,,0,,QC,0,,19,,,1987-08-05 00:00:00,,,9.5,,,0,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0.8,0,,1987,7050240.1987.8.6,6,,,,14.3,3.7,,0,,QC,0,,23,,,1987-08-06 00:00:00,,,5.5,,,0.8,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0.3,0,,1987,7050240.1987.8.7,7,,,,16,2,,0,,QC,0,,25,,,1987-08-07 00:00:00,,,7,,,0.3,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0,0,,1987,7050240.1987.8.8,8,,,,19.5,0,,0,,QC,1.5,,24,,,1987-08-08 00:00:00,,,15,,,0,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0,0,,1987,7050240.1987.8.9,9,,,,15.3,2.7,,0,,QC,0,,23.5,,,1987-08-09 00:00:00,,,7,,,0,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,1.6,0,,1987,7050240.1987.8.10,10,,,,17.5,0.5,,0,,QC,0,,24,,,1987-08-10 00:00:00,,,11,,,1.6,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0.2,0,,1987,7050240.1987.8.11,11,,,,15.8,2.2,,0,,QC,0,,19,,,1987-08-11 00:00:00,,,12.5,,,0.2,
-70.53333333333333,46.75,ARMAGH,T,8,,,7050240,0,0,,1987,7050240.1987.8.12,12,,,,13.8,4.2,,0,,QC,0,,22,,,1987-08-12 00:00:00,T,,5.5,,,0,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0,0,,1987,7050240.1987.8.13,13,,,,17,1,,0,,QC,0,,26,,,1987-08-13 00:00:00,,,8,,,0,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0,0,,1987,7050240.1987.8.14,14,,,,19,0,,0,,QC,1,,25,,,1987-08-14 00:00:00,,,13,,,0,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,10.7,0,,1987,7050240.1987.8.15,15,,,,20.5,0,,0,,QC,2.5,,25.5,,,1987-08-15 00:00:00,,,15.5,,,10.7,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,1.8,0,,1987,7050240.1987.8.16,16,,,,20.5,0,,0,,QC,2.5,,23,,,1987-08-16 00:00:00,,,18,,,1.8,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,1,0,,1987,7050240.1987.8.17,17,,,,24.5,0,,0,,QC,6.5,,30,,,1987-08-17 00:00:00,,,19,,,1,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0,0,,1987,7050240.1987.8.18,18,,,,23,0,,0,,QC,5,,25.5,,,1987-08-18 00:00:00,,,20.5,,,0,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,4.4,0,,1987,7050240.1987.8.19,19,,,,16.3,1.7,,0,,QC,0,,23.5,,,1987-08-19 00:00:00,,,9,,,4.4,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,2.2,0,,1987,7050240.1987.8.20,20,,,,16.5,1.5,,0,,QC,0,,20.5,,,1987-08-20 00:00:00,,,12.5,,,2.2,
-70.53333333333333,46.75,ARMAGH,T,8,,,7050240,0,0,,1987,7050240.1987.8.21,21,,,,15.8,2.2,,0,,QC,0,,22,,,1987-08-21 00:00:00,T,,9.5,,,0,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,7.4,0,,1987,7050240.1987.8.22,22,,,,17,1,,0,,QC,0,,21,,,1987-08-22 00:00:00,,,13,,,7.4,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0,0,,1987,7050240.1987.8.23,23,,,,10.5,7.5,,0,,QC,0,,15,,,1987-08-23 00:00:00,,,6,,,0,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0.2,0,,1987,7050240.1987.8.24,24,,,,9.5,8.5,,0,,QC,0,,14.5,,,1987-08-24 00:00:00,,,4.5,,,0.2,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,1.8,0,,1987,7050240.1987.8.25,25,,,,11.8,6.2,,0,,QC,0,,16,,,1987-08-25 00:00:00,,,7.5,,,1.8,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0.5,0,,1987,7050240.1987.8.26,26,,,,9.8,8.2,,0,,QC,0,,16,,,1987-08-26 00:00:00,,,3.5,,,0.5,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0.4,0,,1987,7050240.1987.8.27,27,,,,9.8,8.2,,0,,QC,0,,19,,,1987-08-27 00:00:00,,,0.5,,,0.4,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0,0,,1987,7050240.1987.8.28,28,,,,11.5,6.5,,0,,QC,0,,21,,,1987-08-28 00:00:00,,,2,,,0,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0.9,0,,1987,7050240.1987.8.29,29,,,,11.5,6.5,,0,,QC,0,,16,,,1987-08-29 00:00:00,,,7,,,0.9,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,0,0,,1987,7050240.1987.8.30,30,,,,14.8,3.2,,0,,QC,0,,22.5,,,1987-08-30 00:00:00,,,7,,,0,
-70.53333333333333,46.75,ARMAGH,,8,,,7050240,9.8,0,,1987,7050240.1987.8.31,31,,,,18.8,0,,0,,QC,0.8,,25,,,1987-08-31 00:00:00,,,12.5,,,9.8,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0,0,,1987,7050240.1987.9.1,1,,,,13.8,4.2,,0,,QC,0,,16.5,,,1987-09-01 00:00:00,,,11,,,0,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0.8,0,,1987,7050240.1987.9.2,2,,,,11,7,,0,,QC,0,,14.5,,,1987-09-02 00:00:00,,,7.5,,,0.8,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0,0,,1987,7050240.1987.9.3,3,,,,8.5,9.5,,0,,QC,0,,13,,,1987-09-03 00:00:00,,,4,,,0,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0,0,,1987,7050240.1987.9.4,4,,,,9.3,8.7,,0,,QC,0,,18,,,1987-09-04 00:00:00,,,0.5,,,0,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0,0,,1987,7050240.1987.9.5,5,,,,15,3,,0,,QC,0,,22.5,,,1987-09-05 00:00:00,,,7.5,,,0,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0,0,,1987,7050240.1987.9.6,6,,,,17.5,0.5,,0,,QC,0,,23,,,1987-09-06 00:00:00,,,12,,,0,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,1,0,,1987,7050240.1987.9.7,7,,,,18,0,,0,,QC,0,,22,,,1987-09-07 00:00:00,,,14,,,1,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,16.7,0,,1987,7050240.1987.9.8,8,,,,20,0,,0,,QC,2,,25,,,1987-09-08 00:00:00,,,15,,,16.7,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,7.4,0,,1987,7050240.1987.9.9,9,,,,15,3,,0,,QC,0,,17.5,,,1987-09-09 00:00:00,,,12.5,,,7.4,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0,0,,1987,7050240.1987.9.10,10,,,,13,5,,0,,QC,0,,17.5,,,1987-09-10 00:00:00,,,8.5,,,0,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0,0,,1987,7050240.1987.9.11,11,,,,16,2,,0,,QC,0,,22,,,1987-09-11 00:00:00,,,10,,,0,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,6.4,0,,1987,7050240.1987.9.12,12,,,,17,1,,0,,QC,0,,20,,,1987-09-12 00:00:00,,,14,,,6.4,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,28.6,0,,1987,7050240.1987.9.13,13,,,,12.5,5.5,,0,,QC,0,,15,,,1987-09-13 00:00:00,,,10,,,28.6,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,1.2,0,,1987,7050240.1987.9.14,14,,,,16,2,,0,,QC,0,,20,,,1987-09-14 00:00:00,,,12,,,1.2,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0.2,0,,1987,7050240.1987.9.15,15,,,,13.3,4.7,,0,,QC,0,,19,,,1987-09-15 00:00:00,,,7.5,,,0.2,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,7.6,0,,1987,7050240.1987.9.16,16,,,,14.5,3.5,,0,,QC,0,,18.5,,,1987-09-16 00:00:00,,,10.5,,,7.6,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0.4,0,,1987,7050240.1987.9.17,17,,,,9.8,8.2,,0,,QC,0,,16,,,1987-09-17 00:00:00,,,3.5,,,0.4,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0,0,,1987,7050240.1987.9.18,18,,,,9,9,,0,,QC,0,,16,,,1987-09-18 00:00:00,,,2,,,0,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0,0,,1987,7050240.1987.9.19,19,,,,9.5,8.5,,0,,QC,0,,11,,,1987-09-19 00:00:00,,,8,,,0,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,4.1,0,,1987,7050240.1987.9.20,20,,,,11,7,,0,,QC,0,,14,,,1987-09-20 00:00:00,,,8,,,4.1,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,8.5,0,,1987,7050240.1987.9.21,21,,,,8.5,9.5,,0,,QC,0,,10,,,1987-09-21 00:00:00,,,7,,,8.5,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0,0,,1987,7050240.1987.9.22,22,,,,8.5,9.5,,0,,QC,0,,11.5,,,1987-09-22 00:00:00,,,5.5,,,0,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,2.4,0,,1987,7050240.1987.9.23,23,,,,12,6,,0,,QC,0,,17,,,1987-09-23 00:00:00,,,7,,,2.4,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,1.2,0,,1987,7050240.1987.9.24,24,,,,7,11,,0,,QC,0,,12.5,,,1987-09-24 00:00:00,,,1.5,,,1.2,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,2.6,0,,1987,7050240.1987.9.25,25,,,,4.5,13.5,,0,,QC,0,,8.5,,T,1987-09-25 00:00:00,,,0.5,,,2.6,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,4,0,,1987,7050240.1987.9.26,26,,,,4,14,,0,,QC,0,,10,,T,1987-09-26 00:00:00,,,-2,,,4,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,0,0,,1987,7050240.1987.9.27,27,,,,4.5,13.5,,0,,QC,0,,10,,,1987-09-27 00:00:00,,,-1,,,0,
-70.53333333333333,46.75,ARMAGH,T,9,,,7050240,0,0,,1987,7050240.1987.9.28,28,,,,10,8,,0,,QC,0,,17.5,,,1987-09-28 00:00:00,T,,2.5,,,0,
-70.53333333333333,46.75,ARMAGH,T,9,,,7050240,0,0,,1987,7050240.1987.9.29,29,,,,18.5,0,,0,,QC,0.5,,24.5,,,1987-09-29 00:00:00,T,,12.5,,,0,
-70.53333333333333,46.75,ARMAGH,,9,,,7050240,11.8,0,,1987,7050240.1987.9.30,30,,,,14.8,3.2,,0,,QC,0,,16.5,,,1987-09-30 00:00:00,,,13,,,11.8,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,1.7,0,,1987,7050240.1987.10.1,1,,,,8.3,9.7,,0,,QC,0,,10,,,1987-10-01 00:00:00,,,6.5,,,1.7,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,0.8,0,,1987,7050240.1987.10.2,2,,,,8.8,9.2,,0,,QC,0,,17.5,,,1987-10-02 00:00:00,,,0,,,0.8,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,3.2,0,,1987,7050240.1987.10.3,3,,,,8.8,9.2,,0,,QC,0,,12.5,,,1987-10-03 00:00:00,,,5,,,3.2,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,29.9,0,,1987,7050240.1987.10.4,4,,,,3,15,,0,,QC,0,,4,,,1987-10-04 00:00:00,,,2,,,29.9,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,0,0,,1987,7050240.1987.10.5,5,,,,7.3,10.7,,0,,QC,0,,15,,,1987-10-05 00:00:00,,,-0.5,,,0,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,0,0,,1987,7050240.1987.10.6,6,,,,13.8,4.2,,0,,QC,0,,23.5,,,1987-10-06 00:00:00,,,4,,,0,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,1,0,,1987,7050240.1987.10.7,7,,,,11.8,6.2,,0,,QC,0,,15,,,1987-10-07 00:00:00,,,8.5,,,1,
-70.53333333333333,46.75,ARMAGH,T,10,,,7050240,0,0,,1987,7050240.1987.10.8,8,,,,7.8,10.2,,0,,QC,0,,12,,,1987-10-08 00:00:00,T,,3.5,,,0,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,2.9,0,,1987,7050240.1987.10.9,9,,,,2.8,15.2,,0,,QC,0,,8,,T,1987-10-09 00:00:00,,,-2.5,,,2.9,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,0.2,0,,1987,7050240.1987.10.10,10,,,,3.8,14.2,,0,,QC,0,,7.5,,,1987-10-10 00:00:00,,,0,,,0.2,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,0,0,,1987,7050240.1987.10.11,11,,,,-0.5,18.5,,0,,QC,0,,4.5,,,1987-10-11 00:00:00,,,-5.5,,,0,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,0,0,,1987,7050240.1987.10.12,12,,,,0.5,17.5,,0,,QC,0,,9,,,1987-10-12 00:00:00,,,-8,,,0,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,0.4,0,,1987,7050240.1987.10.13,13,,,,2.8,15.2,,0,,QC,0,,9.5,,,1987-10-13 00:00:00,,,-4,,,0.4,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,0,0,,1987,7050240.1987.10.14,14,,,,6.5,11.5,,0,,QC,0,,12.5,,,1987-10-14 00:00:00,,,0.5,,,0,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,0,0,,1987,7050240.1987.10.15,15,,,,8.8,9.2,,0,,QC,0,,15,,,1987-10-15 00:00:00,,,2.5,,,0,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,0,0,,1987,7050240.1987.10.16,16,,,,7,11,,0,,QC,0,,13.5,,,1987-10-16 00:00:00,,,0.5,,,0,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,1.6,0,,1987,7050240.1987.10.17,17,,,,11.5,6.5,,0,,QC,0,,20.5,,,1987-10-17 00:00:00,,,2.5,,,1.6,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,0.3,0,,1987,7050240.1987.10.18,18,,,,10.8,7.2,,0,,QC,0,,13.5,,,1987-10-18 00:00:00,,,8,,,0.3,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,0,0,,1987,7050240.1987.10.19,19,,,,10.5,7.5,,0,,QC,0,,14,,,1987-10-19 00:00:00,,,7,,,0,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,6.7,0,,1987,7050240.1987.10.20,20,,,,11,7,,0,,QC,0,,17,,,1987-10-20 00:00:00,,,5,,,6.7,
-70.53333333333333,46.75,ARMAGH,T,10,,,7050240,0,0,,1987,7050240.1987.10.21,21,,,,5.3,12.7,,0,,QC,0,,8.5,,T,1987-10-21 00:00:00,T,,2,,,0,
-70.53333333333333,46.75,ARMAGH,T,10,,,7050240,0,0,,1987,7050240.1987.10.22,22,,,,1.8,16.2,,0,,QC,0,,5.5,,T,1987-10-22 00:00:00,,,-2,,,0,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,2.6,0,,1987,7050240.1987.10.23,23,,,,-1.5,19.5,,0,,QC,0,,2.5,,,1987-10-23 00:00:00,,,-5.5,,,2.6,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,18.8,0,,1987,7050240.1987.10.24,24,,,,4.8,13.2,,0,,QC,0,,9,,,1987-10-24 00:00:00,,,0.5,,,18.8,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,4.4,0,,1987,7050240.1987.10.25,25,,,,3,15,,0,,QC,0,,6.5,,T,1987-10-25 00:00:00,,,-0.5,,,4.4,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,0,0,,1987,7050240.1987.10.26,26,,,,1,17,,0,,QC,0,,5,,,1987-10-26 00:00:00,,,-3,,,0,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,4.9,0,,1987,7050240.1987.10.27,27,,,,5.3,12.7,,0,,QC,0,,15.5,,,1987-10-27 00:00:00,,,-5,,,4.9,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,12.9,0,,1987,7050240.1987.10.28,28,,,,6.5,11.5,,0,,QC,0,,9,,,1987-10-28 00:00:00,,,4,,,12.9,
-70.53333333333333,46.75,ARMAGH,T,10,,,7050240,0,0,,1987,7050240.1987.10.29,29,,,,2.8,15.2,,0,,QC,0,,4,,,1987-10-29 00:00:00,T,,1.5,,,0,
-70.53333333333333,46.75,ARMAGH,,10,,,7050240,2.8,0,,1987,7050240.1987.10.30,30,,,,0,18,,0,,QC,0,,4,,T,1987-10-30 00:00:00,,,-4,,,2.8,
-70.53333333333333,46.75,ARMAGH,T,10,,,7050240,0,0,,1987,7050240.1987.10.31,31,,,,3,15,,0,,QC,0,,6,,T,1987-10-31 00:00:00,,,0,,,0,
-70.53333333333333,46.75,ARMAGH,,11,,,7050240,0,0,,1987,7050240.1987.11.1,1,,T,,0.5,17.5,,0,,QC,0,,3.5,,,1987-11-01 00:00:00,,,-2.5,,,0,
-70.53333333333333,46.75,ARMAGH,,11,,,7050240,1,0,,1987,7050240.1987.11.2,2,,,,-1.5,19.5,,0,,QC,0,,4.5,,,1987-11-02 00:00:00,,,-7.5,,,1,
-70.53333333333333,46.75,ARMAGH,,11,,,7050240,9.8,0,,1987,7050240.1987.11.3,3,,,,1.8,16.2,,0,,QC,0,,8,,,1987-11-03 00:00:00,,,-4.5,,,9.8,
