x,y,PROVINCE_CODE,MEAN_TEMPERATURE,TOTAL_RAIN,SNOW_ON_GROUND,HEATING_DEGREE_DAYS,DIRECTION_MAX_GUST_FLAG,LOCAL_DATE,MIN_TEMPERATURE,COOLING_DEGREE_DAYS_FLAG,TOTAL_SNOW_FLAG,MAX_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,HEATING_DEGREE_DAYS_FLAG,ID,MIN_REL_HUMIDITY,LOCAL_DAY,MAX_TEMPERATURE,TOTAL_SNOW,COOLING_DEGREE_DAYS,STATION_NAME,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,TOTAL_RAIN_FLAG,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,LOCAL_YEAR,SNOW_ON_GROUND_FLAG,LOCAL_MONTH,SPEED_MAX_GUST,MAX_REL_HUMIDITY_FLAG,CLIMATE_IDENTIFIER,MIN_REL_HUMIDITY_FLAG
-70.785,46.205,QC,18,,,0,,1995-08-03 00:00:00,11.1,,M,,15,,7028754.1995.8.3,73,3,24.9,,0,BEAUCEVILLE,,0.8,,,M,,100,1995,,8,32,,7028754,
-70.785,46.205,QC,20.7,,,0,,1995-08-04 00:00:00,17.3,,M,,0,,7028754.1995.8.4,82,4,24.1,,2.7,BEAUCEVILLE,,39.4,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,18.9,,,0,,1995-08-05 00:00:00,15.2,,M,,0,,7028754.1995.8.5,51,5,22.6,,0.9,BEAUCEVILLE,,0,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,19,,,0,M,1995-08-06 00:00:00,14.1,E,M,,,E,7028754.1995.8.6,47,6,23.8,,1,BEAUCEVILLE,E,0,E,M,M,,100,1995,,8,,,7028754,
-70.785,46.205,QC,16.5,,,1.5,,1995-08-07 00:00:00,7.1,,M,,0,,7028754.1995.8.7,39,7,25.9,,0,BEAUCEVILLE,,0,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,18.1,,,0,,1995-08-08 00:00:00,8.8,,M,,0,,7028754.1995.8.8,43,8,27.3,,0.1,BEAUCEVILLE,,0,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,19.7,,,0,,1995-08-09 00:00:00,10.6,,M,,0,,7028754.1995.8.9,39,9,28.7,,1.7,BEAUCEVILLE,,0,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,20.2,,,0,,1995-08-10 00:00:00,11.6,,M,,0,,7028754.1995.8.10,36,10,28.7,,2.2,BEAUCEVILLE,,0,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,20.3,,,0,,1995-08-11 00:00:00,12.9,,M,,0,,7028754.1995.8.11,54,11,27.7,,2.3,BEAUCEVILLE,,0,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,18.9,,,0,,1995-08-12 00:00:00,14.9,,M,,29,,7028754.1995.8.12,73,12,22.9,,0.9,BEAUCEVILLE,,43.6,,,M,,100,1995,,8,33,,7028754,
-70.785,46.205,QC,18,,,0,,1995-08-13 00:00:00,13,,M,,32,,7028754.1995.8.13,61,13,22.9,,0,BEAUCEVILLE,,0,,,M,,98,1995,,8,33,,7028754,
-70.785,46.205,QC,18.5,,,0,,1995-08-14 00:00:00,11.5,,M,,0,,7028754.1995.8.14,49,14,25.4,,0.5,BEAUCEVILLE,,0,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,21.5,,,0,,1995-08-15 00:00:00,16.7,,M,,0,,7028754.1995.8.15,85,15,26.2,,3.5,BEAUCEVILLE,,12.6,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,22.4,,,0,,1995-08-16 00:00:00,16.3,,M,,27,,7028754.1995.8.16,49,16,28.4,,4.4,BEAUCEVILLE,,0,,,M,,100,1995,,8,33,,7028754,
-70.785,46.205,QC,20.2,,,0,,1995-08-17 00:00:00,12.8,,M,,0,,7028754.1995.8.17,48,17,27.5,,2.2,BEAUCEVILLE,,0,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,,,,,,1995-08-18 00:00:00,11.6,M,M,M,0,M,7028754.1995.8.18,,18,,,,BEAUCEVILLE,E,,M,,M,M,,1995,,8,0,,7028754,
-70.785,46.205,QC,14.8,,,3.2,,1995-08-19 00:00:00,5.2,,M,,0,,7028754.1995.8.19,33,19,24.3,,0,BEAUCEVILLE,,0,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,18.1,,,0,,1995-08-20 00:00:00,8.6,,M,,0,,7028754.1995.8.20,51,20,27.6,,0.1,BEAUCEVILLE,,0,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,21.6,,,0,,1995-08-21 00:00:00,15,,M,,28,,7028754.1995.8.21,39,21,28.1,,3.6,BEAUCEVILLE,,1.8,,,M,,98,1995,,8,48,,7028754,
-70.785,46.205,QC,15.3,,,2.7,,1995-08-22 00:00:00,12.9,,M,,30,,7028754.1995.8.22,68,22,17.6,,0,BEAUCEVILLE,,0,,,M,,91,1995,,8,37,,7028754,
-70.785,46.205,QC,14.3,,,3.7,,1995-08-23 00:00:00,9.2,,M,,29,,7028754.1995.8.23,51,23,19.3,,0,BEAUCEVILLE,,12.6,,,M,,100,1995,,8,32,,7028754,
-70.785,46.205,QC,12.8,,,5.2,,1995-08-24 00:00:00,10,,M,,31,,7028754.1995.8.24,75,24,15.5,,0,BEAUCEVILLE,,1,,,M,,100,1995,,8,44,,7028754,
-70.785,46.205,QC,12.9,,,5.1,,1995-08-25 00:00:00,7.1,,M,,32,,7028754.1995.8.25,54,25,18.6,,0,BEAUCEVILLE,,0,,,M,,100,1995,,8,39,,7028754,
-70.785,46.205,QC,11.9,,,6.1,,1995-08-26 00:00:00,4.9,,M,,0,,7028754.1995.8.26,52,26,18.9,,0,BEAUCEVILLE,,0,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,13,,,5,,1995-08-27 00:00:00,5.2,,M,,0,,7028754.1995.8.27,40,27,20.7,,0,BEAUCEVILLE,,0,,,M,,95,1995,,8,0,,7028754,
-70.785,46.205,QC,11.8,,,6.2,,1995-08-28 00:00:00,1.6,,M,,0,,7028754.1995.8.28,31,28,21.9,,0,BEAUCEVILLE,,0,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,17.1,,,0.9,,1995-08-29 00:00:00,10.4,,M,,33,,7028754.1995.8.29,54,29,23.7,,0,BEAUCEVILLE,,0,,,M,,92,1995,,8,37,,7028754,
-70.785,46.205,QC,14.5,,,3.5,,1995-08-30 00:00:00,8.6,,M,,31,,7028754.1995.8.30,51,30,20.3,,0,BEAUCEVILLE,,0,,,M,,100,1995,,8,33,,7028754,
-70.785,46.205,QC,12.6,,,5.4,,1995-08-31 00:00:00,6.3,,M,,0,,7028754.1995.8.31,67,31,18.8,,0,BEAUCEVILLE,,0.4,,,M,,100,1995,,8,0,,7028754,
-70.785,46.205,QC,12.5,,,5.5,,1995-09-01 00:00:00,7.8,,M,,0,,7028754.1995.9.1,67,1,17.2,,0,BEAUCEVILLE,,0,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,11.5,,,6.5,,1995-09-02 00:00:00,4.7,,M,,31,,7028754.1995.9.2,45,2,18.3,,0,BEAUCEVILLE,,0,,,M,,100,1995,,9,32,,7028754,
-70.785,46.205,QC,10.9,,,7.1,,1995-09-03 00:00:00,1.5,,M,,0,,7028754.1995.9.3,44,3,20.2,,0,BEAUCEVILLE,,0,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,14.5,,,3.5,,1995-09-04 00:00:00,6.6,,M,,0,,7028754.1995.9.4,49,4,22.3,,0,BEAUCEVILLE,,0,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,15.1,,,2.9,,1995-09-05 00:00:00,6,,M,,24,,7028754.1995.9.5,57,5,24.2,,0,BEAUCEVILLE,,2.4,,,M,,100,1995,,9,35,,7028754,
-70.785,46.205,QC,10.9,,,7.1,,1995-09-06 00:00:00,3.6,,M,,0,,7028754.1995.9.6,36,6,18.1,,0,BEAUCEVILLE,,0,,,M,,98,1995,,9,0,,7028754,
-70.785,46.205,QC,13.8,,,4.2,,1995-09-07 00:00:00,4.4,,M,,32,,7028754.1995.9.7,66,7,23.1,,0,BEAUCEVILLE,,8.8,,,M,,100,1995,,9,37,,7028754,
-70.785,46.205,QC,7.8,,,10.2,,1995-09-08 00:00:00,-0.1,,M,,0,,7028754.1995.9.8,48,8,15.6,,0,BEAUCEVILLE,,0,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,9,,,9,,1995-09-09 00:00:00,2.5,,M,,0,,7028754.1995.9.9,78,9,15.4,,0,BEAUCEVILLE,,0,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,8.6,,,9.4,,1995-09-10 00:00:00,4.6,,M,,32,,7028754.1995.9.10,49,10,12.6,,0,BEAUCEVILLE,,0,,,M,,93,1995,,9,41,,7028754,
-70.785,46.205,QC,8.5,,,9.5,,1995-09-11 00:00:00,0.1,,M,,0,,7028754.1995.9.11,50,11,16.8,,0,BEAUCEVILLE,,0,,,M,,98,1995,,9,0,,7028754,
-70.785,46.205,QC,14.9,,,3.1,,1995-09-12 00:00:00,6.9,,M,,19,,7028754.1995.9.12,37,12,22.9,,0,BEAUCEVILLE,,0,,,M,,99,1995,,9,32,,7028754,
-70.785,46.205,QC,16.6,,,1.4,,1995-09-13 00:00:00,11.8,,M,,18,,7028754.1995.9.13,79,13,21.3,,0,BEAUCEVILLE,,3,,,M,,100,1995,,9,35,,7028754,
-70.785,46.205,QC,13.6,,,4.4,,1995-09-14 00:00:00,8,,M,,0,,7028754.1995.9.14,75,14,19.1,,0,BEAUCEVILLE,,9.6,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,7.6,,,10.4,,1995-09-15 00:00:00,1.6,,M,,0,,7028754.1995.9.15,51,15,13.6,,0,BEAUCEVILLE,,1.6,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,8.6,,,9.4,,1995-09-16 00:00:00,-0.3,,M,,13,,7028754.1995.9.16,35,16,17.5,,0,BEAUCEVILLE,,0,,,M,,100,1995,,9,35,,7028754,
-70.785,46.205,QC,12.5,,,5.5,,1995-09-17 00:00:00,8.5,,M,,0,,7028754.1995.9.17,73,17,16.4,,0,BEAUCEVILLE,,8,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,7.8,,,10.2,,1995-09-18 00:00:00,2,,M,,31,,7028754.1995.9.18,46,18,13.6,,0,BEAUCEVILLE,,0,,,M,,100,1995,,9,33,,7028754,
-70.785,46.205,QC,8.3,,,9.7,,1995-09-19 00:00:00,-1.3,,M,,0,,7028754.1995.9.19,36,19,17.9,,0,BEAUCEVILLE,,0,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,9.3,,,8.7,,1995-09-20 00:00:00,2.7,,M,,0,,7028754.1995.9.20,70,20,15.8,,0,BEAUCEVILLE,,0,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,11.7,,,6.3,,1995-09-21 00:00:00,4.2,,M,,0,,7028754.1995.9.21,61,21,19.1,,0,BEAUCEVILLE,,0.2,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,16.1,,,1.9,,1995-09-22 00:00:00,10.2,,M,,18,,7028754.1995.9.22,75,22,22,,0,BEAUCEVILLE,,17.6,,,M,,100,1995,,9,39,,7028754,
-70.785,46.205,QC,5.7,,,12.3,,1995-09-23 00:00:00,-0.2,,M,,0,,7028754.1995.9.23,48,23,11.5,,0,BEAUCEVILLE,,0,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,6,,,12,,1995-09-24 00:00:00,-1.8,,M,,0,,7028754.1995.9.24,,24,13.8,,0,BEAUCEVILLE,,0,,,M,,,1995,,9,0,,7028754,
-70.785,46.205,QC,6.6,,,11.4,,1995-09-25 00:00:00,-1.3,,M,,0,,7028754.1995.9.25,,25,14.5,,0,BEAUCEVILLE,,0.4,,,M,,,1995,,9,0,,7028754,
-70.785,46.205,QC,10.3,,,7.7,,1995-09-26 00:00:00,6.9,,M,,0,,7028754.1995.9.26,,26,13.7,,0,BEAUCEVILLE,,4.2,,,M,,,1995,,9,0,,7028754,
-70.785,46.205,QC,11.5,,,6.5,,1995-09-27 00:00:00,8.7,,M,,30,,7028754.1995.9.27,,27,14.3,,0,BEAUCEVILLE,,,,,M,M,,1995,,9,35,,7028754,
-70.785,46.205,QC,4.3,,,13.7,,1995-09-28 00:00:00,-1.1,,M,,29,,7028754.1995.9.28,44,28,9.6,,0,BEAUCEVILLE,,0,,,M,,98,1995,,9,44,,7028754,
-70.785,46.205,QC,6.8,,,11.2,,1995-09-29 00:00:00,-3.4,,M,,0,,7028754.1995.9.29,30,29,16.9,,0,BEAUCEVILLE,,0,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,9.5,,,8.5,,1995-09-30 00:00:00,-1.8,,M,,0,,7028754.1995.9.30,37,30,20.7,,0,BEAUCEVILLE,,0,,,M,,100,1995,,9,0,,7028754,
-70.785,46.205,QC,12.1,,,5.9,,1995-10-01 00:00:00,1.5,,M,,0,,7028754.1995.10.1,28,1,22.6,,0,BEAUCEVILLE,,0,,,M,,100,1995,,10,0,,7028754,
-70.785,46.205,QC,11.7,,,6.3,,1995-10-02 00:00:00,-0.5,,M,,18,,7028754.1995.10.2,41,2,23.9,,0,BEAUCEVILLE,,0,,,M,,100,1995,,10,33,,7028754,
-70.785,46.205,QC,10.2,,,7.8,,1995-10-03 00:00:00,6.5,,M,,0,,7028754.1995.10.3,60,3,13.8,,0,BEAUCEVILLE,,0,,,M,,97,1995,,10,0,,7028754,
-70.785,46.205,QC,8.2,,,9.8,,1995-10-04 00:00:00,6.5,,M,,0,,7028754.1995.10.4,97,4,9.9,,0,BEAUCEVILLE,,3.4,,,M,,100,1995,,10,0,,7028754,
-70.785,46.205,QC,10.8,,,7.2,,1995-10-05 00:00:00,7.3,,M,,0,,7028754.1995.10.5,76,5,14.3,,0,BEAUCEVILLE,,0,,,M,,100,1995,,10,0,,7028754,
-70.785,46.205,QC,7.5,,,10.5,,1995-10-06 00:00:00,6.4,,M,,10,,7028754.1995.10.6,80,6,8.5,,0,BEAUCEVILLE,,5.6,,,M,,98,1995,,10,37,,7028754,
-70.785,46.205,QC,11.1,,,6.9,,1995-10-07 00:00:00,7.6,,M,,16,,7028754.1995.10.7,76,7,14.5,,0,BEAUCEVILLE,,3.4,,,M,,100,1995,,10,39,,7028754,
-70.785,46.205,QC,12.3,,,5.7,,1995-10-08 00:00:00,10,,M,,0,,7028754.1995.10.8,,8,14.6,,0,BEAUCEVILLE,,0.6,,,M,,,1995,,10,0,,7028754,
-70.785,46.205,QC,10.5,,,7.5,,1995-10-09 00:00:00,8.5,,M,,0,,7028754.1995.10.9,73,9,12.5,,0,BEAUCEVILLE,,0,,,M,,95,1995,,10,0,,7028754,
-70.785,46.205,QC,7.9,,,10.1,,1995-10-10 00:00:00,2.3,,M,,0,,7028754.1995.10.10,55,10,13.4,,0,BEAUCEVILLE,,0,,,M,,100,1995,,10,0,,7028754,
-70.785,46.205,QC,7.9,,,10.1,,1995-10-11 00:00:00,1.3,,M,,0,,7028754.1995.10.11,,11,14.5,,0,BEAUCEVILLE,,6.2,,,M,,,1995,,10,0,,7028754,
-70.785,46.205,QC,13.4,,,4.6,,1995-10-12 00:00:00,7,,M,,29,,7028754.1995.10.12,51,12,19.7,,0,BEAUCEVILLE,,0,,,M,,98,1995,,10,35,,7028754,
-70.785,46.205,QC,15,,,3,,1995-10-13 00:00:00,5.2,,M,,23,,7028754.1995.10.13,49,13,24.7,,0,BEAUCEVILLE,,0,,,M,,100,1995,,10,32,,7028754,
-70.785,46.205,QC,14.8,,,3.2,,1995-10-14 00:00:00,7.6,,M,,0,,7028754.1995.10.14,60,14,22,,0,BEAUCEVILLE,,9.6,,,M,,100,1995,,10,0,,7028754,
-70.785,46.205,QC,10.3,,,7.7,,1995-10-15 00:00:00,5.9,,M,,25,,7028754.1995.10.15,61,15,14.7,,0,BEAUCEVILLE,,6.2,,,M,,100,1995,,10,43,,7028754,
-70.785,46.205,QC,5.4,,,12.6,,1995-10-16 00:00:00,3.4,,M,,28,,7028754.1995.10.16,54,16,7.4,,0,BEAUCEVILLE,,1.4,,,M,,94,1995,,10,57,,7028754,
-70.785,46.205,QC,3.7,,,14.3,,1995-10-17 00:00:00,-0.2,,M,,29,,7028754.1995.10.17,55,17,7.5,,0,BEAUCEVILLE,,0,,,M,,92,1995,,10,46,,7028754,
-70.785,46.205,QC,8.6,,,9.4,,1995-10-18 00:00:00,0.6,,M,,25,,7028754.1995.10.18,31,18,16.5,,0,BEAUCEVILLE,,0.2,,,M,,97,1995,,10,39,,7028754,
-70.785,46.205,QC,6.4,,,11.6,,1995-10-19 00:00:00,0.9,,M,,0,,7028754.1995.10.19,51,19,11.8,,0,BEAUCEVILLE,,0,,,M,,98,1995,,10,0,,7028754,
-70.785,46.205,QC,10.6,,,7.4,,1995-10-20 00:00:00,2,,M,,15,,7028754.1995.10.20,45,20,19.2,,0,BEAUCEVILLE,,0,,,M,,93,1995,,10,44,,7028754,
-70.785,46.205,QC,15.5,,,2.5,,1995-10-21 00:00:00,13,,M,,11,,7028754.1995.10.21,74,21,18,,0,BEAUCEVILLE,,8.8,,,M,,100,1995,,10,63,,7028754,
-70.785,46.205,QC,10.6,,,7.4,,1995-10-22 00:00:00,4.9,,M,,18,,7028754.1995.10.22,47,22,16.2,,0,BEAUCEVILLE,,19,,,M,,100,1995,,10,41,,7028754,
-70.785,46.205,QC,7.1,,,10.9,,1995-10-23 00:00:00,2.4,,M,,27,,7028754.1995.10.23,69,23,11.8,,0,BEAUCEVILLE,,0,,,M,,100,1995,,10,33,,7028754,
-70.785,46.205,QC,11.7,,,6.3,,1995-10-24 00:00:00,-0.2,,M,,16,,7028754.1995.10.24,21,24,23.5,,0,BEAUCEVILLE,,2,,,M,,100,1995,,10,43,,7028754,
-70.785,46.205,QC,5.1,,,12.9,,1995-10-25 00:00:00,-0.3,,M,,25,,7028754.1995.10.25,64,25,10.5,,0,BEAUCEVILLE,,0,,,M,,99,1995,,10,41,,7028754,
-70.785,46.205,QC,5.8,,,12.2,,1995-10-26 00:00:00,0.3,,M,,0,,7028754.1995.10.26,51,26,11.2,,0,BEAUCEVILLE,,0,,,M,,100,1995,,10,0,,7028754,
-70.785,46.205,QC,6.1,,,11.9,,1995-10-27 00:00:00,-1.8,,M,,13,,7028754.1995.10.27,46,27,14,,0,BEAUCEVILLE,,6,,,M,,100,1995,,10,44,,7028754,
-70.785,46.205,QC,10.4,,,7.6,,1995-10-28 00:00:00,8,,M,,0,,7028754.1995.10.28,95,28,12.7,,0,BEAUCEVILLE,,45.6,,,M,,100,1995,,10,0,,7028754,
-70.785,46.205,QC,4.4,,,13.6,,1995-10-29 00:00:00,0.2,,M,,28,,7028754.1995.10.29,74,29,8.6,,0,BEAUCEVILLE,,3,,,M,,100,1995,,10,35,,7028754,
-70.785,46.205,QC,-0.9,,,18.9,,1995-10-30 00:00:00,-4.4,,M,,29,,7028754.1995.10.30,53,30,2.6,,0,BEAUCEVILLE,,0,,,M,,99,1995,,10,35,,7028754,
-70.785,46.205,QC,-2.1,,,20.1,,1995-10-31 00:00:00,-5.8,,M,,0,,7028754.1995.10.31,62,31,1.7,,0,BEAUCEVILLE,,0,,,M,,96,1995,,10,0,,7028754,
-70.785,46.205,QC,0.1,,,17.9,,1995-11-01 00:00:00,-2.4,,M,,0,,7028754.1995.11.1,63,1,2.5,,0,BEAUCEVILLE,,0,,,M,,97,1995,,11,0,,7028754,
-70.785,46.205,QC,2.7,,,15.3,,1995-11-02 00:00:00,0.4,,M,,11,,7028754.1995.11.2,92,2,5,,0,BEAUCEVILLE,,20.2,,,M,,100,1995,,11,35,,7028754,
-70.785,46.205,QC,6.7,,,11.3,,1995-11-03 00:00:00,3.1,,M,,0,,7028754.1995.11.3,,3,10.2,,0,BEAUCEVILLE,,3.8,,,M,,,1995,,11,0,,7028754,
-70.785,46.205,QC,-0.5,,,18.5,,1995-11-04 00:00:00,-4.3,,M,,25,,7028754.1995.11.4,58,4,3.3,,0,BEAUCEVILLE,,0.4,,,M,,92,1995,,11,39,,7028754,
-70.785,46.205,QC,-1.5,,,19.5,,1995-11-05 00:00:00,-5.4,,M,,23,,7028754.1995.11.5,63,5,2.4,,0,BEAUCEVILLE,,1,,,M,,82,1995,,11,37,,7028754,
-70.785,46.205,QC,2.3,,,15.7,,1995-11-06 00:00:00,-1.1,,M,,0,,7028754.1995.11.6,66,6,5.6,,0,BEAUCEVILLE,,0,,,M,,91,1995,,11,0,,7028754,
-70.785,46.205,QC,3.5,,,14.5,,1995-11-07 00:00:00,-1.8,,M,,16,,7028754.1995.11.7,35,7,8.8,,0,BEAUCEVILLE,,11.4,,,M,,100,1995,,11,44,,7028754,
-70.785,46.205,QC,-0.6,,,18.6,,1995-11-08 00:00:00,-4.8,,M,,31,,7028754.1995.11.8,68,8,3.7,,0,BEAUCEVILLE,,1.2,,,M,,100,1995,,11,43,,7028754,
-70.785,46.205,QC,-6.6,,,24.6,,1995-11-09 00:00:00,-10.1,,M,,29,,7028754.1995.11.9,57,9,-3.1,,0,BEAUCEVILLE,,0,,,M,,89,1995,,11,33,,7028754,
-70.785,46.205,QC,-6.5,,,24.5,,1995-11-10 00:00:00,-12,,M,,0,,7028754.1995.11.10,64,10,-0.9,,0,BEAUCEVILLE,,1,,,M,,95,1995,,11,0,,7028754,
-70.785,46.205,QC,7.4,,,10.6,,1995-11-11 00:00:00,-0.9,,M,,15,,7028754.1995.11.11,45,11,15.6,,0,BEAUCEVILLE,,1,,,M,,90,1995,,11,54,,7028754,
-70.785,46.205,QC,,,,,,1995-11-12 00:00:00,12.6,M,M,M,13,M,7028754.1995.11.12,73,12,,,,BEAUCEVILLE,E,10.2,M,,M,,100,1995,,11,76,,7028754,
-70.785,46.205,QC,-5.2,,,23.2,,1995-11-13 00:00:00,-8.5,,M,,0,,7028754.1995.11.13,71,13,-1.8,,0,BEAUCEVILLE,,2,,,M,,100,1995,,11,0,,7028754,
-70.785,46.205,QC,-0.3,,,18.3,,1995-11-14 00:00:00,-2.9,,M,,9,,7028754.1995.11.14,69,14,2.3,,0,BEAUCEVILLE,,3,,,M,,98,1995,,11,41,,7028754,
-70.785,46.205,QC,3.6,,,14.4,,1995-11-15 00:00:00,-0.4,,M,,13,,7028754.1995.11.15,88,15,7.5,,0,BEAUCEVILLE,,30.6,,,M,,100,1995,,11,48,,7028754,
-70.785,46.205,QC,1,,,17,,1995-11-16 00:00:00,-2.4,,M,,20,,7028754.1995.11.16,53,16,4.4,,0,BEAUCEVILLE,,0,,,M,,99,1995,,11,35,,7028754,
-70.785,46.205,QC,-3.7,,,21.7,,1995-11-17 00:00:00,-6.7,,M,,28,,7028754.1995.11.17,67,17,-0.6,,0,BEAUCEVILLE,,0.2,,,M,,95,1995,,11,32,,7028754,
-70.785,46.205,QC,-5.5,,,23.5,,1995-11-18 00:00:00,-8.6,,M,,0,,7028754.1995.11.18,73,18,-2.3,,0,BEAUCEVILLE,,0,,,M,,97,1995,,11,0,,7028754,
-70.785,46.205,QC,-2.7,,,20.7,,1995-11-19 00:00:00,-4.3,,M,,0,,7028754.1995.11.19,92,19,-1.1,,0,BEAUCEVILLE,,10.4,,,M,,99,1995,,11,0,,7028754,
-70.785,46.205,QC,-0.7,,,18.7,,1995-11-20 00:00:00,-2.2,,M,,0,,7028754.1995.11.20,91,20,0.8,,0,BEAUCEVILLE,,4.8,,,M,,99,1995,,11,0,,7028754,
-70.785,46.205,QC,1.7,,,16.3,,1995-11-21 00:00:00,-0.3,,M,,0,,7028754.1995.11.21,89,21,3.7,,0,BEAUCEVILLE,,2.8,,,M,,100,1995,,11,0,,7028754,
-70.785,46.205,QC,-1.1,,,19.1,,1995-11-22 00:00:00,-3.9,,M,,23,,7028754.1995.11.22,82,22,1.8,,0,BEAUCEVILLE,,2,,,M,,100,1995,,11,37,,7028754,
-70.785,46.205,QC,-3.3,,,21.3,,1995-11-23 00:00:00,-6.4,,M,,0,,7028754.1995.11.23,79,23,-0.1,,0,BEAUCEVILLE,,2.2,,,M,,97,1995,,11,0,,7028754,
-70.785,46.205,QC,-9.6,,,27.6,,1995-11-24 00:00:00,-16.1,,M,,0,,7028754.1995.11.24,60,24,-3.1,,0,BEAUCEVILLE,,0,,,M,,94,1995,,11,0,,7028754,
-70.785,46.205,QC,-10.8,,,28.8,,1995-11-25 00:00:00,-18.3,,M,,0,,7028754.1995.11.25,65,25,-3.2,,0,BEAUCEVILLE,,0,,,M,,95,1995,,11,0,,7028754,
-70.785,46.205,QC,-4.6,,,22.6,,1995-11-26 00:00:00,-8.9,,M,,0,,7028754.1995.11.26,78,26,-0.3,,0,BEAUCEVILLE,,0,,,M,,98,1995,,11,0,,7028754,
-70.785,46.205,QC,-9.9,,,27.9,,1995-11-27 00:00:00,-16.3,,M,,0,,7028754.1995.11.27,66,27,-3.5,,0,BEAUCEVILLE,,6,,,M,,98,1995,,11,0,,7028754,
-70.785,46.205,QC,-8.9,,,26.9,,1995-11-28 00:00:00,-14.4,,M,,26,,7028754.1995.11.28,78,28,-3.3,,0,BEAUCEVILLE,,14,,,M,,100,1995,,11,33,,7028754,
-70.785,46.205,QC,-16.6,,,34.6,,1995-11-29 00:00:00,-24.3,,M,,0,,7028754.1995.11.29,61,29,-8.8,,0,BEAUCEVILLE,,0,,,M,,93,1995,,11,0,,7028754,
-70.785,46.205,QC,-16.9,,,34.9,,1995-11-30 00:00:00,-25.6,,M,,0,,7028754.1995.11.30,74,30,-8.2,,0,BEAUCEVILLE,,0,,,M,,92,1995,,11,0,,7028754,
-70.785,46.205,QC,-10.3,,,28.3,,1995-12-01 00:00:00,-19.7,,M,,0,,7028754.1995.12.1,88,1,-0.8,,0,BEAUCEVILLE,,5,,,M,,100,1995,,12,0,,7028754,
-70.785,46.205,QC,-10.1,,,28.1,,1995-12-02 00:00:00,-17.5,,M,,30,,7028754.1995.12.2,73,2,-2.6,,0,BEAUCEVILLE,,0,,,M,,91,1995,,12,43,,7028754,
-70.785,46.205,QC,-14.2,,,32.2,,1995-12-03 00:00:00,-20.8,,M,,0,,7028754.1995.12.3,83,3,-7.5,,0,BEAUCEVILLE,,5,,,M,,96,1995,,12,0,,7028754,
-70.785,46.205,QC,-5.5,,,23.5,,1995-12-04 00:00:00,-7.5,,M,,0,,7028754.1995.12.4,80,4,-3.5,,0,BEAUCEVILLE,,2,,,M,,97,1995,,12,0,,7028754,
-70.785,46.205,QC,-10.4,,,28.4,,1995-12-05 00:00:00,-14.6,,M,,29,,7028754.1995.12.5,65,5,-6.2,,0,BEAUCEVILLE,,0,,,M,,84,1995,,12,32,,7028754,
-70.785,46.205,QC,-7.8,,,25.8,,1995-12-06 00:00:00,-14.9,,M,,12,,7028754.1995.12.6,,6,-0.7,,0,BEAUCEVILLE,,5.6,,,M,,,1995,,12,37,,7028754,
-70.785,46.205,QC,-10.7,,,28.7,,1995-12-07 00:00:00,-15.5,,M,,0,,7028754.1995.12.7,72,7,-5.8,,0,BEAUCEVILLE,,0,,,M,,95,1995,,12,0,,7028754,
-70.785,46.205,QC,-18.2,,,36.2,,1995-12-08 00:00:00,-23.4,,M,,0,,7028754.1995.12.8,65,8,-13,,0,BEAUCEVILLE,,1,,,M,,87,1995,,12,0,,7028754,
