x,y,MEAN_TEMPERATURE,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,LOCAL_DATE,DIRECTION_MAX_GUST_FLAG,CLIMATE_IDENTIFIER,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS_FLAG,COOLING_DEGREE_DAYS_FLAG,PROVINCE_CODE,MIN_TEMPERATURE,ID,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY_FLAG,SNOW_ON_GROUND,DIRECTION_MAX_GUST,LOCAL_MONTH,HEATING_DEGREE_DAYS,LOCAL_DAY,MAX_REL_HUMIDITY,SPEED_MAX_GUST_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,SNOW_ON_GROUND_FLAG,SPEED_MAX_GUST,LOCAL_YEAR,MAX_TEMPERATURE,TOTAL_SNOW,MAX_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS,STATION_NAME
-70.785,46.205,4.4,48,,2023-04-19 00:00:00,,7028754,,,,QC,1,7028754.2023.4.19,,,,,,4,13.6,19,88,,0,,,,,,2023,7.7,,,0,BEAUCEVILLE
-70.785,46.205,1.9,44,,2023-04-20 00:00:00,,7028754,,,,QC,-2,7028754.2023.4.20,,,,,,4,16.1,20,81,,0,,,,,,2023,5.9,,,0,BEAUCEVILLE
-70.785,46.205,6.1,28,,2023-04-21 00:00:00,,7028754,,,,QC,-2.3,7028754.2023.4.21,,,,,,4,11.9,21,87,,0,,,,,,2023,14.6,,,0,BEAUCEVILLE
-70.785,46.205,11.3,40,,2023-04-22 00:00:00,,7028754,,,,QC,4.9,7028754.2023.4.22,,,,,12,4,6.7,22,67,,0,,,,,37,2023,17.7,,,0,BEAUCEVILLE
-70.785,46.205,9.4,37,,2023-04-23 00:00:00,,7028754,,,,QC,4.6,7028754.2023.4.23,,,,,15,4,8.6,23,90,,1.9,,,,,44,2023,14.2,,,0,BEAUCEVILLE
-70.785,46.205,5.2,78,,2023-04-24 00:00:00,,7028754,,,,QC,3.6,7028754.2023.4.24,,,,,12,4,12.8,24,97,,7.4,,,,,31,2023,6.9,,,0,BEAUCEVILLE
-70.785,46.205,6.6,66,,2023-04-25 00:00:00,,7028754,,,,QC,3.6,7028754.2023.4.25,,,,,,4,11.4,25,96,,2.4,,,,,,2023,9.6,,,0,BEAUCEVILLE
-70.785,46.205,7.6,33,,2023-04-26 00:00:00,,7028754,,,,QC,1.7,7028754.2023.4.26,,,,,,4,10.4,26,97,,0,,,,,,2023,13.4,,,0,BEAUCEVILLE
-70.785,46.205,6.6,44,,2023-04-27 00:00:00,,7028754,,,,QC,-0.2,7028754.2023.4.27,,,,,,4,11.4,27,96,,0,,,,,,2023,13.5,,,0,BEAUCEVILLE
-70.785,46.205,7.9,21,,2023-04-28 00:00:00,,7028754,,,,QC,-1.8,7028754.2023.4.28,,,,,,4,10.1,28,96,,0,,,,,,2023,17.5,,,0,BEAUCEVILLE
-70.785,46.205,10.1,26,,2023-04-29 00:00:00,,7028754,,,,QC,1.2,7028754.2023.4.29,,,,,17,4,7.9,29,89,,0.2,,,,,46,2023,19.1,,,0,BEAUCEVILLE
-70.785,46.205,9,53,,2023-04-30 00:00:00,,7028754,,,,QC,4.9,7028754.2023.4.30,,,,,14,4,9,30,96,,10.1,,,,,51,2023,13,,,0,BEAUCEVILLE
-70.785,46.205,8.9,73,,2023-05-01 00:00:00,,7028754,,,,QC,3.7,7028754.2023.5.1,,,,,14,5,9.1,1,97,,8,,,,,51,2023,14,,,0,BEAUCEVILLE
-70.785,46.205,9.9,52,,2023-05-02 00:00:00,,7028754,,,,QC,5.7,7028754.2023.5.2,,,,,14,5,8.1,2,98,,2.9,,,,,40,2023,14.1,,,0,BEAUCEVILLE
-70.785,46.205,6.2,67,,2023-05-03 00:00:00,,7028754,,,,QC,3.7,7028754.2023.5.3,,,,,11,5,11.8,3,89,,0.2,,,,,35,2023,8.8,,,0,BEAUCEVILLE
-70.785,46.205,7.2,54,,2023-05-04 00:00:00,,7028754,,,,QC,2.8,7028754.2023.5.4,,,,,,5,10.8,4,88,,0.6,,,,,,2023,11.5,,,0,BEAUCEVILLE
-70.785,46.205,11,34,,2023-05-05 00:00:00,,7028754,,,,QC,4.5,7028754.2023.5.5,,,,,,5,7,5,90,,0,,,,,,2023,17.5,,,0,BEAUCEVILLE
-70.785,46.205,12.2,24,,2023-05-06 00:00:00,,7028754,,,,QC,2.2,7028754.2023.5.6,,,,,33,5,5.8,6,95,,0,,,,,31,2023,22.3,,,0,BEAUCEVILLE
-70.785,46.205,12.6,18,,2023-05-07 00:00:00,,7028754,,,,QC,4.7,7028754.2023.5.7,,,,,27,5,5.4,7,87,,0,,,,,46,2023,20.5,,,0,BEAUCEVILLE
-70.785,46.205,6.7,25,,2023-05-08 00:00:00,,7028754,,,,QC,0.6,7028754.2023.5.8,,,,,33,5,11.3,8,68,,0,,,,,40,2023,12.7,,,0,BEAUCEVILLE
-70.785,46.205,5.5,24,,2023-05-09 00:00:00,,7028754,,,,QC,-2.1,7028754.2023.5.9,,,,,,5,12.5,9,84,,0,,,,,,2023,13.1,,,0,BEAUCEVILLE
-70.785,46.205,9.8,22,,2023-05-10 00:00:00,,7028754,,,,QC,-0.8,7028754.2023.5.10,,,,,30,5,8.2,10,77,,0.2,,,,,33,2023,20.4,,,0,BEAUCEVILLE
-70.785,46.205,12.6,23,,2023-05-11 00:00:00,,7028754,,,,QC,3.3,7028754.2023.5.11,,,,,31,5,5.4,11,84,,0,,,,,32,2023,22,,,0,BEAUCEVILLE
-70.785,46.205,14.3,38,,2023-05-12 00:00:00,,7028754,,,,QC,6.6,7028754.2023.5.12,,,,,,5,3.7,12,91,,2.2,,,,,,2023,22,,,0,BEAUCEVILLE
-70.785,46.205,8.7,45,,2023-05-13 00:00:00,,7028754,,,,QC,4.9,7028754.2023.5.13,,,,,34,5,9.3,13,73,,0,,,,,45,2023,12.5,,,0,BEAUCEVILLE
-70.785,46.205,9.4,20,,2023-05-14 00:00:00,,7028754,,,,QC,3.5,7028754.2023.5.14,,,,,36,5,8.6,14,67,,0,,,,,40,2023,15.3,,,0,BEAUCEVILLE
-70.785,46.205,11.4,25,,2023-05-15 00:00:00,,7028754,,,,QC,3.2,7028754.2023.5.15,,,,,31,5,6.6,15,72,,0,,,,,48,2023,19.7,,,0,BEAUCEVILLE
-70.785,46.205,7,78,,2023-05-16 00:00:00,,7028754,,,,QC,0.8,7028754.2023.5.16,,,,,,5,11,16,94,,17.4,,,,,,2023,13.1,,,0,BEAUCEVILLE
-70.785,46.205,2.1,36,,2023-05-17 00:00:00,,7028754,,,,QC,-2.1,7028754.2023.5.17,,,,,1,5,15.9,17,88,,0.2,,,,,36,2023,6.3,,,0,BEAUCEVILLE
-70.785,46.205,5.4,30,,2023-05-18 00:00:00,,7028754,,,,QC,-2.4,7028754.2023.5.18,,,,,,5,12.6,18,83,,0,,,,,,2023,13.2,,,0,BEAUCEVILLE
-70.785,46.205,10.8,26,,2023-05-19 00:00:00,,7028754,,,,QC,-0.7,7028754.2023.5.19,,,,,,5,7.2,19,89,,0,,,,,,2023,22.3,,,0,BEAUCEVILLE
-70.785,46.205,18.1,36,,2023-05-20 00:00:00,,7028754,,,,QC,12.9,7028754.2023.5.20,,,,,16,5,0,20,94,,0.2,,,,,37,2023,23.3,,,0.1,BEAUCEVILLE
-70.785,46.205,12,34,,2023-05-21 00:00:00,,7028754,,,,QC,4.3,7028754.2023.5.21,,,,,34,5,6,21,98,,0.3,,,,,31,2023,19.6,,,0,BEAUCEVILLE
-70.785,46.205,7.8,28,,2023-05-22 00:00:00,,7028754,,,,QC,0.3,7028754.2023.5.22,,,,,,5,10.2,22,86,,0,,,,,,2023,15.3,,,0,BEAUCEVILLE
-70.785,46.205,10.5,23,,2023-05-23 00:00:00,,7028754,,,,QC,-1.7,7028754.2023.5.23,,,,,,5,7.5,23,94,,0,,,,,,2023,22.6,,,0,BEAUCEVILLE
-70.785,46.205,9.8,70,,2023-05-24 00:00:00,,7028754,,,,QC,4.9,7028754.2023.5.24,,,,,,5,8.2,24,96,,5.7,,,,,,2023,14.7,,,0,BEAUCEVILLE
-70.785,46.205,10,32,,2023-05-25 00:00:00,,7028754,,,,QC,4.8,7028754.2023.5.25,,,,,35,5,8,25,94,,0,,,,,31,2023,15.3,,,0,BEAUCEVILLE
-70.785,46.205,12.1,28,,2023-05-26 00:00:00,,7028754,,,,QC,4.6,7028754.2023.5.26,,,,,,5,5.9,26,85,,0,,,,,,2023,19.6,,,0,BEAUCEVILLE
-70.785,46.205,15.2,21,,2023-05-27 00:00:00,,7028754,,,,QC,3.9,7028754.2023.5.27,,,,,,5,2.8,27,89,,0,,,,,,2023,26.4,,,0,BEAUCEVILLE
-70.785,46.205,19.5,21,,2023-05-28 00:00:00,,7028754,,,,QC,9.7,7028754.2023.5.28,,,,,30,5,0,28,60,,0,,,,,37,2023,29.3,,,1.5,BEAUCEVILLE
-70.785,46.205,13.3,28,,2023-05-29 00:00:00,,7028754,,,,QC,5.2,7028754.2023.5.29,,,,,,5,4.7,29,89,,0,,,,,,2023,21.5,,,0,BEAUCEVILLE
-70.785,46.205,15,22,,2023-05-30 00:00:00,,7028754,,,,QC,3,7028754.2023.5.30,,,,,,5,3,30,94,,0,,,,,,2023,27,,,0,BEAUCEVILLE
-70.785,46.205,19.8,26,,2023-05-31 00:00:00,,7028754,,,,QC,9.3,7028754.2023.5.31,,,,,,5,0,31,91,,0,,,,,,2023,30.3,,,1.8,BEAUCEVILLE
-70.785,46.205,22.8,24,,2023-06-01 00:00:00,,7028754,,,,QC,12.6,7028754.2023.6.1,,,,,36,6,0,1,91,,0,,,,,42,2023,33.1,,,4.8,BEAUCEVILLE
-70.785,46.205,17,58,,2023-06-02 00:00:00,,7028754,,,,QC,9.7,7028754.2023.6.2,,,,,,6,1,2,96,,0,,,,,,2023,24.3,,,0,BEAUCEVILLE
-70.785,46.205,10.4,36,,2023-06-03 00:00:00,,7028754,,,,QC,4.9,7028754.2023.6.3,,,,,10,6,7.6,3,77,,0,,,,,37,2023,15.9,,,0,BEAUCEVILLE
-70.785,46.205,9.9,66,,2023-06-04 00:00:00,,7028754,,,,QC,6,7028754.2023.6.4,,,,,,6,8.1,4,90,,0,,,,,,2023,13.9,,,0,BEAUCEVILLE
-70.785,46.205,13.1,48,,2023-06-05 00:00:00,,7028754,,,,QC,6.4,7028754.2023.6.5,,,,,,6,4.9,5,96,,0,,,,,,2023,19.7,,,0,BEAUCEVILLE
-70.785,46.205,9.3,78,,2023-06-06 00:00:00,,7028754,,,,QC,7,7028754.2023.6.6,,,,,36,6,8.7,6,96,,6.7,,,,,33,2023,11.7,,,0,BEAUCEVILLE
-70.785,46.205,8.9,83,,2023-06-07 00:00:00,,7028754,,,,QC,7.3,7028754.2023.6.7,,,,,35,6,9.1,7,97,,4.8,,,,,31,2023,10.5,,,0,BEAUCEVILLE
-70.785,46.205,11.4,64,,2023-06-08 00:00:00,,7028754,,,,QC,7.4,7028754.2023.6.8,,,,,13,6,6.6,8,98,,6.1,,,,,34,2023,15.5,,,0,BEAUCEVILLE
-70.785,46.205,12.3,66,,2023-06-09 00:00:00,,7028754,,,,QC,8.7,7028754.2023.6.9,,,,,,6,5.7,9,99,,12.3,,,,,,2023,16,,,0,BEAUCEVILLE
-70.785,46.205,14.5,50,,2023-06-10 00:00:00,,7028754,,,,QC,9.5,7028754.2023.6.10,,,,,,6,3.5,10,100,,0,,,,,,2023,19.5,,,0,BEAUCEVILLE
-70.785,46.205,16.2,41,,2023-06-11 00:00:00,,7028754,,,,QC,8.1,7028754.2023.6.11,,,,,,6,1.8,11,97,,0,,,,,,2023,24.2,,,0,BEAUCEVILLE
-70.785,46.205,18.1,37,,2023-06-12 00:00:00,,7028754,,,,QC,9.6,7028754.2023.6.12,,,,,,6,0,12,96,,0,,,,,,2023,26.6,,,0.1,BEAUCEVILLE
-70.785,46.205,,,M,2023-06-13 00:00:00,M,7028754,,M,M,QC,,7028754.2023.6.13,M,M,M,,,6,,13,,M,,M,,,,,2023,,,M,,BEAUCEVILLE
-70.785,46.205,,,M,2023-06-14 00:00:00,M,7028754,,M,M,QC,,7028754.2023.6.14,M,M,M,,,6,,14,,M,,M,,,,,2023,,,M,,BEAUCEVILLE
-70.785,46.205,16.5,72,,2023-06-15 00:00:00,,7028754,,,,QC,12.5,7028754.2023.6.15,,,,,,6,1.5,15,100,,0,,,,,,2023,20.5,,,0,BEAUCEVILLE
-70.785,46.205,15.4,74,,2023-06-16 00:00:00,,7028754,,,,QC,11.8,7028754.2023.6.16,,,,,,6,2.6,16,95,,0.2,,,,,,2023,19,,,0,BEAUCEVILLE
-70.785,46.205,13.8,86,,2023-06-17 00:00:00,,7028754,,,,QC,11.1,7028754.2023.6.17,,,,,,6,4.2,17,96,,20.4,,,,,,2023,16.5,,,0,BEAUCEVILLE
-70.785,46.205,11.6,78,,2023-06-18 00:00:00,,7028754,,,,QC,9,7028754.2023.6.18,,,,,,6,6.4,18,97,,2.2,,,,,,2023,14.2,,,0,BEAUCEVILLE
-70.785,46.205,12.4,63,,2023-06-19 00:00:00,,7028754,,,,QC,7.6,7028754.2023.6.19,,,,,,6,5.6,19,99,,0,,,,,,2023,17.2,,,0,BEAUCEVILLE
-70.785,46.205,14.9,49,,2023-06-20 00:00:00,,7028754,,,,QC,7.8,7028754.2023.6.20,,,,,,6,3.1,20,100,,0,,,,,,2023,22,,,0,BEAUCEVILLE
-70.785,46.205,15.9,42,,2023-06-21 00:00:00,,7028754,,,,QC,6.8,7028754.2023.6.21,,,,,,6,2.1,21,99,,0,,,,,,2023,25,,,0,BEAUCEVILLE
-70.785,46.205,19.7,39,,2023-06-22 00:00:00,,7028754,,,,QC,10.8,7028754.2023.6.22,,,,,,6,0,22,96,,0,,,,,,2023,28.5,,,1.7,BEAUCEVILLE
-70.785,46.205,20.9,33,,2023-06-23 00:00:00,,7028754,,,,QC,12.1,7028754.2023.6.23,,,,,,6,0,23,98,,0,,,,,,2023,29.6,,,2.9,BEAUCEVILLE
-70.785,46.205,20.3,64,,2023-06-24 00:00:00,,7028754,,,,QC,15.4,7028754.2023.6.24,,,,,,6,0,24,98,,11.1,,,,,,2023,25.2,,,2.3,BEAUCEVILLE
-70.785,46.205,21.1,67,,2023-06-25 00:00:00,,7028754,,,,QC,17.2,7028754.2023.6.25,,,,,,6,0,25,100,,0,,,,,,2023,24.9,,,3.1,BEAUCEVILLE
-70.785,46.205,17.5,79,,2023-06-26 00:00:00,,7028754,,,,QC,15.9,7028754.2023.6.26,,,,,13,6,0.5,26,93,,0,,,,,35,2023,19,,,0,BEAUCEVILLE
-70.785,46.205,20.6,65,,2023-06-27 00:00:00,,7028754,,,,QC,15.9,7028754.2023.6.27,,,,,15,6,0,27,94,,0,,,,,40,2023,25.2,,,2.6,BEAUCEVILLE
-70.785,46.205,21.4,60,,2023-06-28 00:00:00,,7028754,,,,QC,17.3,7028754.2023.6.28,,,,,12,6,0,28,99,,15.6,,,,,35,2023,25.5,,,3.4,BEAUCEVILLE
-70.785,46.205,19.6,68,,2023-06-29 00:00:00,,7028754,,,,QC,16.2,7028754.2023.6.29,,,,,,6,0,29,98,,3.6,,,,,,2023,22.9,,,1.6,BEAUCEVILLE
-70.785,46.205,22.2,46,,2023-06-30 00:00:00,,7028754,,,,QC,17.3,7028754.2023.6.30,,,,,,6,0,30,99,,0,,,,,,2023,27.2,,,4.2,BEAUCEVILLE
-70.785,46.205,23.1,48,,2023-07-01 00:00:00,,7028754,,,,QC,17.5,7028754.2023.7.1,,,,,,7,0,1,94,,0,,,,,,2023,28.6,,,5.1,BEAUCEVILLE
-70.785,46.205,20.5,70,,2023-07-02 00:00:00,,7028754,,,,QC,16.6,7028754.2023.7.2,,,,,,7,0,2,98,,3.3,,,,,,2023,24.4,,,2.5,BEAUCEVILLE
-70.785,46.205,21,59,,2023-07-03 00:00:00,,7028754,,,,QC,14.9,7028754.2023.7.3,,,,,,7,0,3,99,,0,,,,,,2023,27.1,,,3,BEAUCEVILLE
-70.785,46.205,22.5,50,,2023-07-04 00:00:00,,7028754,,,,QC,16.3,7028754.2023.7.4,,,,,,7,0,4,100,,0,,,,,,2023,28.7,,,4.5,BEAUCEVILLE
-70.785,46.205,23.2,42,,2023-07-05 00:00:00,,7028754,,,,QC,15.7,7028754.2023.7.5,,,,,,7,0,5,98,,0,,,,,,2023,30.6,,,5.2,BEAUCEVILLE
-70.785,46.205,24.9,39,,2023-07-06 00:00:00,,7028754,,,,QC,16.8,7028754.2023.7.6,,,,,,7,0,6,96,,0,,,,,,2023,33,,,6.9,BEAUCEVILLE
-70.785,46.205,24.4,57,,2023-07-07 00:00:00,,7028754,,,,QC,19.2,7028754.2023.7.7,,,,,33,7,0,7,99,,32.6,,,,,35,2023,29.6,,,6.4,BEAUCEVILLE
-70.785,46.205,23.3,64,,2023-07-08 00:00:00,,7028754,,,,QC,18.5,7028754.2023.7.8,,,,,,7,0,8,99,,0.6,,,,,,2023,28.1,,,5.3,BEAUCEVILLE
-70.785,46.205,24.4,46,,2023-07-09 00:00:00,,7028754,,,,QC,19.6,7028754.2023.7.9,,,,,,7,0,9,96,,0,,,,,,2023,29.2,,,6.4,BEAUCEVILLE
-70.785,46.205,20.5,87,,2023-07-10 00:00:00,,7028754,,,,QC,18.4,7028754.2023.7.10,,,,,,7,0,10,100,,41.1,,,,,,2023,22.5,,,2.5,BEAUCEVILLE
-70.785,46.205,20.2,62,,2023-07-11 00:00:00,,7028754,,,,QC,15.6,7028754.2023.7.11,,,,,,7,0,11,99,,15.5,,,,,,2023,24.9,,,2.2,BEAUCEVILLE
-70.785,46.205,19.9,42,,2023-07-12 00:00:00,,7028754,,,,QC,13.4,7028754.2023.7.12,,,,,,7,0,12,100,,0,,,,,,2023,26.5,,,1.9,BEAUCEVILLE
-70.785,46.205,18.3,70,,2023-07-13 00:00:00,,7028754,,,,QC,11.6,7028754.2023.7.13,,,,,,7,0,13,98,,0.9,,,,,,2023,25.1,,,0.3,BEAUCEVILLE
-70.785,46.205,21.4,53,,2023-07-14 00:00:00,,7028754,,,,QC,17,7028754.2023.7.14,,,,,,7,0,14,97,,0.2,,,,,,2023,25.7,,,3.4,BEAUCEVILLE
-70.785,46.205,23.5,43,,2023-07-15 00:00:00,,7028754,,,,QC,18.1,7028754.2023.7.15,,,,,,7,0,15,99,,13,,,,,,2023,28.9,,,5.5,BEAUCEVILLE
-70.785,46.205,20.8,89,,2023-07-16 00:00:00,,7028754,,,,QC,18.5,7028754.2023.7.16,,,,,,7,0,16,99,,19.9,,,,,,2023,23.1,,,2.8,BEAUCEVILLE
-70.785,46.205,22.5,52,,2023-07-17 00:00:00,,7028754,,,,QC,17,7028754.2023.7.17,,,,,,7,0,17,99,,0,,,,,,2023,28,,,4.5,BEAUCEVILLE
-70.785,46.205,20.7,70,,2023-07-18 00:00:00,,7028754,,,,QC,16.2,7028754.2023.7.18,,,,,,7,0,18,100,,20.7,,,,,,2023,25.2,,,2.7,BEAUCEVILLE
-70.785,46.205,19.9,46,,2023-07-19 00:00:00,,7028754,,,,QC,14,7028754.2023.7.19,,,,,,7,0,19,100,,0,,,,,,2023,25.8,,,1.9,BEAUCEVILLE
-70.785,46.205,18.7,47,,2023-07-20 00:00:00,,7028754,,,,QC,11.9,7028754.2023.7.20,,,,,,7,0,20,97,,0,,,,,,2023,25.4,,,0.7,BEAUCEVILLE
-70.785,46.205,18.3,65,,2023-07-21 00:00:00,,7028754,,,,QC,13.8,7028754.2023.7.21,,,,,,7,0,21,98,,4.8,,,,,,2023,22.8,,,0.3,BEAUCEVILLE
-70.785,46.205,19.1,64,,2023-07-22 00:00:00,,7028754,,,,QC,14.6,7028754.2023.7.22,,,,,,7,0,22,100,,0.9,,,,,,2023,23.5,,,1.1,BEAUCEVILLE
-70.785,46.205,20,54,,2023-07-23 00:00:00,,7028754,,,,QC,13.8,7028754.2023.7.23,,,,,,7,0,23,94,,0,,,,,,2023,26.1,,,2,BEAUCEVILLE
-70.785,46.205,20.3,43,,2023-07-24 00:00:00,,7028754,,,,QC,12.3,7028754.2023.7.24,,,,,21,7,0,24,98,,0,,,,,36,2023,28.2,,,2.3,BEAUCEVILLE
-70.785,46.205,21.1,52,,2023-07-25 00:00:00,,7028754,,,,QC,15.4,7028754.2023.7.25,,,,,,7,0,25,98,,0,,,,,,2023,26.7,,,3.1,BEAUCEVILLE
-70.785,46.205,20.9,46,,2023-07-26 00:00:00,,7028754,,,,QC,14.3,7028754.2023.7.26,,,,,27,7,0,26,99,,1.5,,,,,31,2023,27.5,,,2.9,BEAUCEVILLE
-70.785,46.205,19.4,77,,2023-07-27 00:00:00,,7028754,,,,QC,16.9,7028754.2023.7.27,,,,,,7,0,27,99,,0.8,,,,,,2023,21.8,,,1.4,BEAUCEVILLE
-70.785,46.205,22.8,51,,2023-07-28 00:00:00,,7028754,,,,QC,16.8,7028754.2023.7.28,,,,,,7,0,28,99,,8.5,,,,,,2023,28.8,,,4.8,BEAUCEVILLE
-70.785,46.205,16,62,,2023-07-29 00:00:00,,7028754,,,,QC,11.8,7028754.2023.7.29,,,,,,7,2,29,95,,0,,,,,,2023,20.1,,,0,BEAUCEVILLE
-70.785,46.205,16,49,,2023-07-30 00:00:00,,7028754,,,,QC,10.4,7028754.2023.7.30,,,,,,7,2,30,97,,0,,,,,,2023,21.6,,,0,BEAUCEVILLE
-70.785,46.205,14.3,63,,2023-07-31 00:00:00,,7028754,,,,QC,9,7028754.2023.7.31,,,,,,7,3.7,31,98,,7,,,,,,2023,19.5,,,0,BEAUCEVILLE
-70.785,46.205,,,M,2023-08-01 00:00:00,M,7028754,,M,M,QC,,7028754.2023.8.1,M,M,M,,,8,,1,,M,,M,,,,,2023,,,M,,BEAUCEVILLE
-70.785,46.205,13.9,41,,2023-08-02 00:00:00,,7028754,,,,QC,6.1,7028754.2023.8.2,,,,,,8,4.1,2,99,,0,,,,,,2023,21.7,,,0,BEAUCEVILLE
-70.785,46.205,15.3,73,,2023-08-03 00:00:00,,7028754,,,,QC,10,7028754.2023.8.3,,,,,,8,2.7,3,99,,8.3,,,,,,2023,20.7,,,0,BEAUCEVILLE
-70.785,46.205,17.5,82,,2023-08-04 00:00:00,,7028754,,,,QC,14.4,7028754.2023.8.4,,,,,,8,0.5,4,100,,12.2,,,,,,2023,20.6,,,0,BEAUCEVILLE
-70.785,46.205,16.8,52,,2023-08-05 00:00:00,,7028754,,,,QC,11.2,7028754.2023.8.5,,,,,,8,1.2,5,100,,0.2,,,,,,2023,22.4,,,0,BEAUCEVILLE
-70.785,46.205,16.4,47,,2023-08-06 00:00:00,,7028754,,,,QC,9.4,7028754.2023.8.6,,,,,34,8,1.6,6,98,,0,,,,,32,2023,23.3,,,0,BEAUCEVILLE
-70.785,46.205,18.2,55,,2023-08-07 00:00:00,,7028754,,,,QC,11.9,7028754.2023.8.7,,,,,16,8,0,7,97,,9.6,,,,,33,2023,24.5,,,0.2,BEAUCEVILLE
-70.785,46.205,17.8,80,,2023-08-08 00:00:00,,7028754,,,,QC,14.9,7028754.2023.8.8,,,,,17,8,0.2,8,99,,16.9,,,,,34,2023,20.7,,,0,BEAUCEVILLE
-70.785,46.205,15.7,65,,2023-08-09 00:00:00,,7028754,,,,QC,11.2,7028754.2023.8.9,,,,,,8,2.3,9,97,,0,,,,,,2023,20.2,,,0,BEAUCEVILLE
-70.785,46.205,18.3,57,,2023-08-10 00:00:00,,7028754,,,,QC,10.7,7028754.2023.8.10,,,,,,8,0,10,99,,11,,,,,,2023,25.9,,,0.3,BEAUCEVILLE
-70.785,46.205,17.4,80,,2023-08-11 00:00:00,,7028754,,,,QC,14.7,7028754.2023.8.11,,,,,,8,0.6,11,98,,5.3,,,,,,2023,20.1,,,0,BEAUCEVILLE
-70.785,46.205,17.8,54,,2023-08-12 00:00:00,,7028754,,,,QC,11.9,7028754.2023.8.12,,,,,,8,0.2,12,98,,3.9,,,,,,2023,23.7,,,0,BEAUCEVILLE
-70.785,46.205,20,65,,2023-08-13 00:00:00,,7028754,,,,QC,15.1,7028754.2023.8.13,,,,,,8,0,13,99,,11.2,,,,,,2023,24.8,,,2,BEAUCEVILLE
-70.785,46.205,18.2,65,,2023-08-14 00:00:00,,7028754,,,,QC,14.3,7028754.2023.8.14,,,,,,8,0,14,98,,0,,,,,,2023,22.1,,,0.2,BEAUCEVILLE
-70.785,46.205,18.8,52,,2023-08-15 00:00:00,,7028754,,,,QC,12.9,7028754.2023.8.15,,,,,,8,0,15,100,,0,,,,,,2023,24.8,,,0.8,BEAUCEVILLE
-70.785,46.205,19.2,56,,2023-08-16 00:00:00,,7028754,,,,QC,11.8,7028754.2023.8.16,,,,,,8,0,16,100,,0,,,,,,2023,26.5,,,1.2,BEAUCEVILLE
-70.785,46.205,21.2,70,,2023-08-17 00:00:00,,7028754,,,,QC,17.7,7028754.2023.8.17,,,,,14,8,0,17,94,,0,,,,,35,2023,24.6,,,3.2,BEAUCEVILLE
-70.785,46.205,18.7,74,,2023-08-18 00:00:00,,7028754,,,,QC,15.2,7028754.2023.8.18,,,,,,8,0,18,98,,5.4,,,,,,2023,22.2,,,0.7,BEAUCEVILLE
-70.785,46.205,16.5,69,,2023-08-19 00:00:00,,7028754,,,,QC,13,7028754.2023.8.19,,,,,,8,1.5,19,100,,1.8,,,,,,2023,20,,,0,BEAUCEVILLE
-70.785,46.205,19.5,50,,2023-08-20 00:00:00,,7028754,,,,QC,13.6,7028754.2023.8.20,,,,,,8,0,20,100,,0.9,,,,,,2023,25.4,,,1.5,BEAUCEVILLE
-70.785,46.205,15.5,52,,2023-08-21 00:00:00,,7028754,,,,QC,10.8,7028754.2023.8.21,,,,,33,8,2.5,21,90,,0,,,,,34,2023,20.2,,,0,BEAUCEVILLE
-70.785,46.205,13.4,42,,2023-08-22 00:00:00,,7028754,,,,QC,7,7028754.2023.8.22,,,,,,8,4.6,22,99,,0,,,,,,2023,19.8,,,0,BEAUCEVILLE
-70.785,46.205,14.9,45,,2023-08-23 00:00:00,,7028754,,,,QC,6.1,7028754.2023.8.23,,,,,,8,3.1,23,100,,0,,,,,,2023,23.8,,,0,BEAUCEVILLE
-70.785,46.205,17.3,44,,2023-08-24 00:00:00,,7028754,,,,QC,9.4,7028754.2023.8.24,,,,,,8,0.7,24,98,,0.2,,,,,,2023,25.3,,,0,BEAUCEVILLE
-70.785,46.205,14.2,72,,2023-08-25 00:00:00,,7028754,,,,QC,12,7028754.2023.8.25,,,,,14,8,3.8,25,98,,4.2,,,,,35,2023,16.5,,,0,BEAUCEVILLE
-70.785,46.205,16.8,69,,2023-08-26 00:00:00,,7028754,,,,QC,13.3,7028754.2023.8.26,,,,,,8,1.2,26,98,,0.5,,,,,,2023,20.4,,,0,BEAUCEVILLE
-70.785,46.205,15.6,54,,2023-08-27 00:00:00,,7028754,,,,QC,10.1,7028754.2023.8.27,,,,,,8,2.4,27,99,,0.2,,,,,,2023,21.2,,,0,BEAUCEVILLE
-70.785,46.205,15.9,32,,2023-08-28 00:00:00,,7028754,,,,QC,7.8,7028754.2023.8.28,,,,,,8,2.1,28,100,,0,,,,,,2023,24.1,,,0,BEAUCEVILLE
-70.785,46.205,18.3,64,,2023-08-29 00:00:00,,7028754,,,,QC,11.7,7028754.2023.8.29,,,,,,8,0,29,99,,3.8,,,,,,2023,24.9,,,0.3,BEAUCEVILLE
-70.785,46.205,14.9,86,,2023-08-30 00:00:00,,7028754,,,,QC,11,7028754.2023.8.30,,,,,,8,3.1,30,100,,35.7,,,,,,2023,18.9,,,0,BEAUCEVILLE
